PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score
44991,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1.0,2,2,1,Married,SSC,50,M,35000,100,0.333,1.0,0.666,0.0,0,0.0,0,1.0,0.0,1.0,0.0,2.857,0,0,ConsumerLoan,PL,713
3789,373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9.0,2,2,2,Married,12TH,25,M,12000,65,0.5,1.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.674,0,0,ConsumerLoan,ConsumerLoan,671
13426,37.0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,186.0,1,0,0,Single,12TH,32,M,40000,186,0.375,0.5,0.847,0.194,1,0.0,0,0.0,0.0,0.0,0.0,13.09,1,0,others,CC,703
16884,88.0,5,3,3,3,3,3,3,0,3,3,0,0,67,10,22,0,0,0,0,0,0,0,0,0,3,8,3,0,3,3,0,0,1.0,4,1,1,Married,POST-GRADUATE,51,M,47000,232,0.5,0.0,0.904,1.0,1,0.836,1,0.0,0.0,0.0,0.0,7.078,1,0,ConsumerLoan,PL,711
12263,573.0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,70.0,1,1,1,Married,UNDER GRADUATE,44,M,75000,226,0.25,0.0,1.079,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,711
20819,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,6,0,0,412.0,0,0,0,Married,GRADUATE,28,M,30000,191,0.667,0.0,0.438,0.206,1,0.456,1,0.0,0.0,0.0,0.0,7.189,0,0,CC,PL,682
14949,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,4,7.0,7,5,5,Married,GRADUATE,39,M,18000,100,1.0,0.667,0.357,0.0,0,0.0,0,1.0,0.0,1.0,0.0,3.23,0,0,PL,others,666
15321,34.0,0,0,0,0,0,0,0,0,0,0,0,0,305,38,86,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,3,2.0,5,5,4,Married,12TH,28,M,25000,41,0.298,0.474,0.963,0.0,0,0.931,1,1.0,0.0,0.75,0.0,15.434,1,0,ConsumerLoan,others,741
45908,1747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,3,3,2,Married,SSC,29,M,15000,126,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,666
33555,51.0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,196.0,2,0,0,Married,GRADUATE,37,M,21500,134,0.091,1.0,0.333,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.511,1,0,others,ConsumerLoan,697
20931,1141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,33,M,7500,101,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,712
48225,537.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1200.0,0,0,0,Married,OTHERS,28,M,15000,51,0.095,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,714
18635,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,225.0,1,0,0,Married,GRADUATE,36,M,30000,154,0.333,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.53,0,0,PL,others,729
51131,51.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1,1,1,Married,GRADUATE,40,M,30000,227,0.5,1.0,0.89,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,707
49919,159.0,34,10,4,89,29,0,2,2,0,29,1,1,30,4,8,0,0,0,0,0,0,0,0,0,29,6,0,0,0,2,0,1,363.0,1,0,0,Married,12TH,43,M,42000,64,0.5,1.0,0.807,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.31,0,1,PL,HL,705
26704,45.0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,91.0,3,3,1,Married,12TH,24,M,24000,250,1.0,0.667,0.989,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.299,1,0,ConsumerLoan,others,688
43295,253.0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,40,M,20000,180,0.625,0.667,0.876,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,709
49200,1115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1860.0,0,0,0,Married,UNDER GRADUATE,32,M,12000,13,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,695
9899,66.0,0,0,0,0,0,0,0,0,0,0,0,0,80,12,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,325.0,1,0,0,Married,12TH,31,M,18000,128,1.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.778,1,0,others,others,719
36879,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,191.0,2,0,0,Married,GRADUATE,59,M,28000,155,0.75,0.5,0.909,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.392,0,0,others,others,688
16924,358.0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,2,130.0,2,1,0,Married,12TH,37,M,48000,152,0.75,0.5,0.329,0.0,0,0.329,1,0.5,0.0,0.333,0.0,53.125,0,0,PL,PL,725
35353,1607.0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2208.0,0,0,0,Married,GRADUATE,40,M,22000,122,0.5,0.0,1.047,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,721
50915,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,440.0,0,0,0,Married,OTHERS,31,M,28000,96,0.333,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.68,0,0,ConsumerLoan,others,690
46146,23.0,3,3,1,5,5,1,1,0,5,5,0,0,9,2,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,723.0,0,0,0,Married,SSC,26,M,22000,125,0.667,0.0,0.286,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,AL,others,707
28285,272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,3,2,3,1.0,5,4,2,Single,GRADUATE,37,F,18000,68,0.667,1.0,1.365,0.0,0,1.0,1,0.667,0.0,0.667,0.0,1.111,0,0,ConsumerLoan,CC,661
33500,394.0,0,0,0,0,0,0,0,0,0,0,0,0,122,11,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.0,2,1,1,Married,12TH,48,M,25000,125,0.2,0.375,0.969,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,others,732
14748,107.0,0,0,0,0,0,0,0,0,0,0,0,0,96,11,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,449.0,0,0,0,Married,12TH,48,M,23500,188,0.381,0.625,0.908,0.0,0,0.807,1,0.0,0.0,0.0,0.0,23.745,1,0,PL,PL,717
39679,53.0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,10,227.0,10,0,0,Married,POST-GRADUATE,30,M,45000,92,1.0,0.0,0.792,0.0,0,0.792,1,0.0,0.0,0.0,0.0,4.445,0,0,PL,PL,727
10044,129.0,5,4,2,25,24,2,2,0,25,25,0,0,78,10,24,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,266.0,1,0,0,Married,GRADUATE,27,M,18000,83,0.143,0.333,1.014,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,727
34048,79.0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,161.0,2,1,0,Married,12TH,34,F,23500,77,0.8,0.667,0.666,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.957,0,0,others,ConsumerLoan,738
40476,45.0,14,12,2,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,3,0,0,5,0,0,2.0,3,1,1,Married,GRADUATE,45,M,40000,191,0.136,0.0,0.445,0.0,1,0.446,1,0.0,0.0,0.0,0.0,3.584,1,0,ConsumerLoan,CC,710
3143,1404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2169.0,0,0,0,Married,UNDER GRADUATE,32,M,30000,69,0.5,0.0,0.302,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,708
27272,56.0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,UNDER GRADUATE,50,M,35000,207,0.333,0.0,0.621,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,693
14511,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,344.0,1,0,0,Married,GRADUATE,30,M,60000,50,0.333,0.0,0.95,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,AL,AL,704
18671,74.0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,5,0,0,0,0,0,0,0,0,0,0,5,1,1,1,4,1,1,7.0,2,2,1,Married,12TH,49,M,15000,185,0.25,1.0,0.931,0.0,0,0.931,1,1.0,1.0,0.25,1.0,21.333,1,0,CC,PL,700
3407,85.0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,896.0,0,0,0,Married,12TH,42,F,79000,370,0.25,0.0,0.628,0.0,0,0.628,1,0.0,0.0,0.0,0.0,3.165,0,0,PL,PL,714
27910,434.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,84.0,2,1,1,Married,12TH,29,M,15000,60,0.5,1.0,0.833,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.866,0,0,others,ConsumerLoan,674
18296,76.0,29,28,2,123,92,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,92,3,0,0,0,1,0,0,259.0,1,0,0,Single,GRADUATE,43,M,55000,149,0.15,0.333,0.882,0.0,0,0.884,1,0.0,0.0,0.0,0.0,18.654,1,0,others,others,675
44128,91.0,0,0,0,0,0,0,0,0,0,0,0,0,92,17,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,217.0,1,0,0,Married,POST-GRADUATE,36,M,20000,192,0.556,0.0,0.773,0.0,0,0.034,1,0.0,0.0,0.0,0.0,36.12,0,0,PL,ConsumerLoan,735
11299,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204.0,1,0,0,Married,12TH,54,M,25000,362,0.5,0.0,0.3,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.596,0,0,others,others,713
33003,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,171.0,1,1,0,Single,GRADUATE,32,M,17000,51,0.667,1.0,0.644,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,676
1804,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950.0,0,0,0,Married,12TH,46,M,30000,180,0.667,0.0,0.529,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.503,0,0,ConsumerLoan,ConsumerLoan,729
5278,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,370.0,0,0,0,Single,12TH,21,M,25000,60,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,688
34178,57.0,35,4,7,89,47,2,3,1,58,89,4,1,34,4,10,0,0,0,0,0,0,0,0,0,28,5,0,0,0,2,0,0,176.0,1,1,0,Married,12TH,53,M,22000,246,0.176,1.0,0.372,0.0,0,0.354,1,0.0,0.0,0.0,0.0,12.633,1,0,others,PL,725
25764,50.0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,219.0,1,0,0,Married,OTHERS,35,M,22000,154,1.0,0.0,0.785,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,AL,695
3539,848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1601.0,0,0,0,Married,12TH,26,M,20000,242,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,703
8943,58.0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,538.0,0,0,0,Married,SSC,44,M,18000,232,0.5,0.0,0.672,0.0,0,0.601,1,0.0,0.0,0.0,0.0,22.222,0,0,PL,PL,726
4269,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,707.0,0,0,0,Married,SSC,35,M,30000,128,1.0,0.0,0.596,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,681
30955,1127.0,29,29,2,29,29,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,1,0,0,1999.0,0,0,0,Married,POST-GRADUATE,52,M,48500,102,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,1,HL,others,677
50137,50.0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,210.0,1,0,0,Married,12TH,29,M,30000,126,0.556,0.0,0.789,0.0,0,0.0,0,0.0,0.0,0.0,0.0,10.659,1,0,PL,others,737
38430,50.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,20,5,2,2,11,8,9,16.0,11,10,6,Married,12TH,26,M,35000,130,0.667,0.667,0.745,0.838,1,0.916,1,0.889,1.0,0.727,0.4,3.862,0,0,PL,ConsumerLoan,661
34556,72.0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,200.0,1,0,0,Married,OTHERS,36,M,16000,131,0.667,1.0,0.306,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,704
48312,276.0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,Married,UNDER GRADUATE,43,F,24000,125,0.167,0.0,1.044,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,691
17076,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29.0,2,1,1,Single,12TH,28,M,21000,145,1.0,0.0,0.843,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,676
48966,454.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,210.0,1,0,0,Married,UNDER GRADUATE,39,M,20000,100,0.5,0.0,0.911,0.0,0,0.82,1,0.0,0.0,0.0,0.0,20.0,0,1,HL,PL,724
38312,927.0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,218.0,1,0,0,Married,SSC,38,M,25000,248,0.222,0.0,0.817,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,712
