PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score
18550,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,4,2,4,42.0,11,6,2,Single,GRADUATE,31,M,21200,105,0.667,0.429,0.766,0.0,0,0.932,1,0.5,1.0,0.5,1.0,7.372,0,0,PL,others,668
49891,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23.0,3,3,2,Married,SSC,45,M,13000,245,1.0,1.0,0.825,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.48,0,0,ConsumerLoan,others,671
40360,31.0,29,14,2,21,21,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,20,22,2,1,1,5,3,3,3.0,12,11,6,Married,12TH,33,M,25000,126,0.25,0.5,0.894,0.0,0,0.043,1,1.0,1.0,0.6,0.5,3.64,1,0,ConsumerLoan,AL,644
46036,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,201.0,1,0,0,Single,GRADUATE,23,M,30000,191,1.0,0.0,0.11,0.0,1,0.0,0,0.0,0.0,0.0,0.0,1.886,0,0,PL,CC,672
15988,284.0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,371.0,0,0,0,Married,12TH,40,M,16970,65,0.333,0.0,0.881,0.0,0,0.881,1,0.0,0.0,0.0,0.0,17.678,0,0,PL,PL,711
37877,74.0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,235.0,2,0,0,Married,12TH,32,M,45000,149,1.0,0.0,0.951,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,AL,AL,679
23406,522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111.0,1,1,0,Single,GRADUATE,23,M,18500,26,1.0,1.0,0.642,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.724,0,0,ConsumerLoan,ConsumerLoan,682
26956,924.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,368.0,0,0,0,Married,POST-GRADUATE,41,M,20568,278,0.571,0.0,0.149,0.0,0,0.236,1,0.0,0.0,0.0,0.0,12.721,0,0,others,AL,717
10287,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Single,POST-GRADUATE,25,M,20000,43,1.0,0.0,0.85,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,671
8704,61.0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,12,0,0,0,0,0,0,0,0,0,0,5,2,2,2,3,1,1,14.0,3,3,3,Married,12TH,41,M,20000,126,0.5,1.0,0.978,0.0,0,0.978,1,1.0,1.0,0.333,1.0,10.0,0,0,CC,PL,661
29784,68.0,35,8,11,25,25,0,1,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,1,307.0,1,0,0,Married,POST-GRADUATE,54,M,25000,105,0.353,0.0,0.896,0.0,0,0.908,1,0.0,0.0,0.0,0.0,50.44,1,1,PL,PL,728
47539,74.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1.0,5,5,4,Married,UNDER GRADUATE,29,M,20426,89,1.0,1.0,0.001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.896,0,0,ConsumerLoan,others,661
16371,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,144.0,6,4,0,Married,OTHERS,32,M,45000,249,0.75,0.5,1.284,0.0,1,0.814,1,0.0,0.0,0.0,0.0,1.671,0,0,others,others,701
13299,1844.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,6,10,5.0,13,8,7,Married,12TH,36,M,15000,27,0.0,0.0,0.0,0.0,0,0.0,0,0.6,0.0,0.545,0.0,1.82,0,0,PL,others,642
42978,61.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,424.0,0,0,0,Married,12TH,48,M,28000,136,1.0,0.0,0.478,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.071,0,0,others,others,686
633,1176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1370.0,0,0,0,Married,POST-GRADUATE,31,M,58000,143,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,693
18111,71.0,26,1,9,3,2,3,3,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,126.0,1,1,0,Married,UNDER GRADUATE,31,M,35000,122,0.5,1.0,0.626,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0,0,others,others,696
47691,289.0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,35,M,12500,50,0.25,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,709
39641,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1.0,4,2,2,Single,GRADUATE,24,M,12000,20,1.0,0.0,0.608,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,PL,others,668
51105,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,1,1,107.0,1,1,0,Married,POST-GRADUATE,29,M,28000,29,0.75,0.5,0.825,0.0,0,0.982,1,1.0,0.0,0.333,0.0,19.235,1,0,PL,PL,672
24858,110.0,33,1,3,29,29,1,1,0,29,29,0,0,32,4,10,0,0,0,0,0,0,0,0,0,29,3,0,0,0,3,0,0,1179.0,0,0,0,Married,GRADUATE,33,M,20000,48,0.5,0.0,0.446,0.0,0,0.446,1,0.0,0.0,0.0,0.0,17.5,0,0,PL,PL,700
5145,104.0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,36.0,2,2,2,Single,GRADUATE,25,M,27000,103,0.8,0.75,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,686
19477,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Single,GRADUATE,25,M,18000,29,1.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,others,others,680
20059,66.0,5,5,1,27,27,1,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,1,0,0,470.0,0,0,0,Married,UNDER GRADUATE,35,M,18500,79,0.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.609,0,0,PL,ConsumerLoan,676
14648,96.0,11,9,2,29,29,0,2,2,0,29,0,0,14,5,10,0,0,0,0,0,0,0,0,0,29,3,0,0,0,2,0,0,428.0,0,0,0,Married,POST-GRADUATE,34,M,30000,27,1.0,0.0,0.601,0.0,0,0.806,1,0.0,0.0,0.0,0.0,4.468,0,0,others,PL,680
20470,68.0,5,2,3,41,10,3,3,0,41,41,2,0,5,0,1,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,214.0,1,0,0,Married,12TH,37,M,14000,77,0.667,1.0,1.049,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,687
13798,972.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.0,1,1,1,Married,GRADUATE,31,M,15000,66,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,676
34552,74.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,28,F,10000,85,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,679
9672,194.0,12,8,6,60,28,0,5,5,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,0,3,1,2,4.0,4,2,1,Single,UNDER GRADUATE,25,M,28000,54,0.0,0.0,0.0,0.0,0,0.0,0,0.5,0.0,0.333,0.0,1.82,0,0,ConsumerLoan,others,652
36137,140.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35.0,2,2,2,Married,UNDER GRADUATE,25,F,10000,14,0.5,0.0,0.779,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,676
18958,127.0,34,33,2,61,31,0,0,0,0,0,2,1,90,12,18,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,75.0,0,0,0,Married,OTHERS,49,M,20000,364,0.083,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,677
17680,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,2,25.0,7,6,3,Married,UNDER GRADUATE,42,M,22000,97,1.0,1.0,0.811,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.656,0,0,ConsumerLoan,others,661
1885,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12.0,4,1,1,Married,12TH,27,M,20000,27,1.0,0.0,0.339,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.998,0,0,ConsumerLoan,others,674
6571,77.0,10,10,1,24,24,0,1,1,0,24,0,0,24,0,1,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,325.0,1,0,0,Married,GRADUATE,36,M,18000,59,0.5,0.0,0.8,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,686
27493,1146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1748.0,0,0,0,Married,12TH,29,M,10000,101,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,686
48679,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3.0,2,1,1,Married,GRADUATE,26,F,16500,45,0.5,1.0,1.013,0.0,0,0.0,1,0.0,0.0,0.0,0.0,1.82,1,0,others,PL,685
28410,89.0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,89.0,1,1,1,Married,12TH,36,M,33900,141,0.25,0.0,1.06,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,PL,PL,667
37960,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,7.0,3,2,2,Married,12TH,36,M,18000,60,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,PL,ConsumerLoan,653
28881,69.0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,447.0,0,0,0,Married,GRADUATE,45,M,18000,186,0.25,0.0,0.706,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,ConsumerLoan,703
24281,134.0,9,4,4,55,25,1,4,3,25,55,1,0,12,0,2,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,36.0,2,2,1,Married,GRADUATE,41,F,38000,74,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.987,1,0,ConsumerLoan,others,700
46917,68.0,0,0,0,0,0,0,0,0,0,0,0,0,73,17,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,76.0,4,4,1,Married,12TH,21,M,20000,27,0.625,0.25,0.021,0.0,0,0.0,0,1.0,0.0,1.0,0.0,0.3,1,0,others,PL,700
19121,44.0,24,24,2,24,24,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,24,12,1,0,1,0,0,0,15.0,7,4,4,Married,POST-GRADUATE,30,M,25000,47,0.6,0.167,0.677,0.0,0,0.0,0,0.0,0.0,0.0,0.0,18.728,1,0,others,ConsumerLoan,644
9171,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,149.0,1,1,0,Married,12TH,27,M,25000,51,0.5,1.0,0.678,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.268,0,0,ConsumerLoan,ConsumerLoan,680
29155,666.0,32,19,12,150,30,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,89.0,1,1,1,Married,UNDER GRADUATE,33,M,20000,71,0.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,668
17989,94.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,7,2,2,24.0,3,2,2,Married,SSC,30,M,38000,97,0.3,0.0,0.215,0.0,0,0.521,1,1.0,0.0,0.286,0.0,1.434,0,0,PL,others,678
4161,473.0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,30,M,35000,162,1.0,0.0,0.819,0.0,0,0.819,1,0.0,0.0,0.0,0.0,5.714,0,0,others,others,693
46503,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,40,F,21900,113,1.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,9.132,0,0,others,others,676
42502,677.0,35,2,42,131,90,4,10,6,89,89,35,31,17,2,9,0,0,0,0,0,0,0,0,0,89,7,0,0,0,0,0,0,22.0,2,2,1,Married,UNDER GRADUATE,38,M,38000,150,0.667,0.0,0.413,0.0,0,0.0,0,0.0,0.0,0.0,0.0,7.816,1,0,AL,others,699
46438,112.0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,46,M,20000,38,0.059,0.0,0.833,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,708
5396,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30.0,2,2,1,Married,12TH,27,M,17000,186,1.0,1.0,0.617,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.629,0,0,ConsumerLoan,others,682
20461,70.0,13,9,2,27,25,0,1,1,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,11,1,0,0,3,0,0,509.0,0,0,0,Married,GRADUATE,29,M,23000,41,0.364,0.0,0.399,1.0,1,0.189,1,0.0,0.0,0.0,0.0,7.062,0,0,CC,others,679
13755,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,Single,12TH,28,M,32000,17,1.0,0.0,1.056,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,678
6977,55.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,3.0,2,2,1,Married,GRADUATE,32,F,16000,60,0.333,1.0,0.0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,1.82,0,0,ConsumerLoan,PL,661
45076,61.0,35,2,16,147,60,3,8,5,119,147,14,6,14,0,1,0,0,0,0,0,0,0,0,0,57,2,0,0,0,1,0,0,1166.0,0,0,0,Married,12TH,38,F,20000,125,0.667,0.0,0.728,0.0,0,0.728,1,0.0,0.0,0.0,0.0,5.75,0,0,PL,ConsumerLoan,686
29363,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11.0,4,2,2,Married,12TH,34,M,15000,126,1.0,0.0,0.865,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,658
31892,521.0,29,29,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,63.0,1,1,1,Married,12TH,36,M,25000,107,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,665
47819,701.0,32,22,6,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,1510.0,0,0,0,Married,GRADUATE,43,M,22000,141,1.0,0.0,0.458,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,695
26115,266.0,11,3,8,90,30,2,8,6,30,90,5,1,1,0,0,0,0,0,0,0,0,0,0,0,30,17,1,1,1,11,4,5,44.0,9,7,2,Married,GRADUATE,41,M,18000,116,0.167,0.0,0.0,0.0,0,0.0,1,0.8,1.0,0.364,1.0,0.777,0,0,ConsumerLoan,PL,684
46511,249.0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,9,4,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,12.0,2,2,2,Married,SSC,41,M,47000,70,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,686
23800,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,434.0,0,0,0,Married,12TH,26,M,16500,92,0.5,0.0,0.273,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.751,0,0,ConsumerLoan,ConsumerLoan,685
5847,69.0,26,5,5,118,87,1,3,2,31,91,5,4,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,8.0,3,2,1,Married,SSC,32,M,20000,125,0.286,1.0,0.673,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,others,704
26629,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,339.0,1,0,0,Married,OTHERS,42,M,18000,125,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,679
29,88.0,34,34,1,183,183,0,0,0,0,0,1,1,107,17,43,0,0,0,0,0,0,0,0,0,183,1,0,0,0,0,0,0,366.0,0,0,0,Married,SSC,37,F,25000,101,0.19,0.4,0.979,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,1,HL,HL,740
14968,70.0,14,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,2.0,4,3,3,Single,SSC,32,M,28000,47,0.273,0.5,0.722,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.675,1,0,ConsumerLoan,others,651
35950,95.0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,261.0,1,0,0,Married,SSC,37,M,14000,66,0.5,0.0,0.361,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,682
28583,582.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,32.0,2,2,2,Married,GRADUATE,36,M,21816,148,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,PL,others,664
7270,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,31.0,1,1,1,Married,GRADUATE,33,F,14000,64,1.0,0.0,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0.5,1.081,0,0,CC,CC,680
